;;;;
;;;;
;;;;
;;;;
Chovatelské potřeby;Chov skotu;Pomůcky;;
Chovatelské potřeby;Chov skotu;Odrohování;;
Chovatelské potřeby;Chov skotu;Ohlávky, obojky a vazáky;;
Chovatelské potřeby;Chov skotu;Ošetřování kopyt a paznehtů;;
Chovatelské potřeby;Chov skotu;Péče o srst;;
Chovatelské potřeby;Chov skotu;Napaječky;;
Chovatelské potřeby;Chov skotu;Pohánění skotu;;
Chovatelské potřeby;Odchov telat;;;
Chovatelské potřeby;Mlékařství;;;
Chovatelské potřeby;Chov prasat;;;
Chovatelské potřeby;Chov koní;Ohlávky;;
Chovatelské potřeby;Chov koní;Vodítka;;
Chovatelské potřeby;Chov koní;Bandáže;;
Chovatelské potřeby;Chov koní;Hřebelce;;
Chovatelské potřeby;Chov koní;Kartáče;;
Chovatelské potřeby;Chov koní;Háčky na kopyta;;
Chovatelské potřeby;Chov koní;Helmy;;
Chovatelské potřeby;Chov koní;Čabraky, čelenky;;
Chovatelské potřeby;Chov koní;Boxy na čistící potřeby;;
Chovatelské potřeby;Chov koní;Deky pro koně;;
Chovatelské potřeby;Chov koní;Tuky na kůži;;
Chovatelské potřeby;Chov koní;Pochoutky pro koně;;
Chovatelské potřeby;Chov koní;Péče o kopyta;;
Chovatelské potřeby;Chov koní;Žlaby pro koně;;
Chovatelské potřeby;Chov koní;Síťky na seno;;
Chovatelské potřeby;Chov koní;Vědra stájová;;
Chovatelské potřeby;Chov koní;Biče;;
Chovatelské potřeby;Chov koní;Rukavice jezdecké;;
Chovatelské potřeby;Chov koní;Boty jezdecké;;
Chovatelské potřeby;Chov koní;Kamaše transportní;;
Chovatelské potřeby;Chov koní;Rajtky;;
Chovatelské potřeby;Chov koní;Různé;;
Chovatelské potřeby;Chov ovcí a koz;;;
Chovatelské potřeby;Drobná hospodářská zvířata;;;
Chovatelské potřeby;Krmiva pro psy a kočky;;;
Chovatelské potřeby;Soli a minerální lizy;;;
Chovatelské potřeby;Hubení škůdců;;;
Chovatelské potřeby;Příslušenství;;;
Dílna;Nářadí elektrické;;;
Dílna;Nářadí ruční;;;
Dílna;Nástroje;Brusná plátna;;
Dílna;Nástroje;Brusné papíry;;
Dílna;Nástroje;Brusné a řezné kotouče FLEXOVIT na kovy;;
Dílna;Nástroje;Brusné a řezné kotouče FLEXOVIT na kámen;;
Dílna;Nástroje;Diamantové nástroje;;
Dílna;Nástroje;Brusné kotouče, brousky;;
Dílna;Nástroje;Kartáče drátěné;;
Dílna;Nástroje;Kartáče drátěné ruční;;
Dílna;Nástroje;Pilové kotouče;;
Dílna;Nástroje;Závitníky, kruhové čelisti očka;;
Dílna;Nástroje;Pilové listy na kov;;
Dílna;Nástroje;Vrtáky do vrtaček;;
Dílna;Nástroje;Pilové listy na dřevo;;
Dílna;Nástroje;Nože hoblovací;;
Dílna;Nástroje;Pilové řetězy, lišty, pilníky;;
Dílna;Nástroje;Frézy na dřevo;;
Dílna;Nástroje;Dlabací vrtáky;;
Dílna;Nástroje;Sukovníky;;
Dílna;Nástroje;Brusné disky lamelové;;
Dílna;Nástroje;Brusné disky fíbrový podklad;;
Dílna;Nástroje;Brusné kotouče vějířové;;
Dílna;Ochranné a čistící pomůcky;Pracovní ochranné pomůcky;;
Dílna;Ochranné a čistící pomůcky;Pracovní obuv;;
Dílna;Ochranné a čistící pomůcky;Pracovní oděvy;;
Dílna;Ochranné a čistící pomůcky;Pracovní rukavice;;
Dílna;Ochranné a čistící pomůcky;Čistící, sanitární a úklidové prostředky;;
Dílna;Ochranné stínící sítě;;;
Dílna;Měřidla;Akutestery;;
Dílna;Měřidla;Detektory;;
Dílna;Měřidla;Metry, pásma, měřítka;;
Dílna;Měřidla;Vodováhy, závaží;;
Dílna;Měřidla;Úchylkoměry;;
Dílna;Měřidla;Momentové klíče TONA;;
Dílna;Měřidla;Multimetry;;
Dílna;Měřidla;Teploměry lihové, digitální;;
Dílna;Měřidla;Úhelníky KINEX;;
Dílna;Měřidla;Váhy;;
Dílna;Dílenské stroje a vybavení;Čerpadla;;
Dílna;Dílenské stroje a vybavení;Dřevoobráběcí stroje;;
Dílna;Dílenské stroje a vybavení;Klempířské stroje;;
Dílna;Dílenské stroje a vybavení;Kompresory a nářadí na stlačený vzduch;;
Dílna;Dílenské stroje a vybavení;Lisy - mechanické, hydraulické;;
Dílna;Dílenské stroje a vybavení;Lisy - mazací;;
Dílna;Dílenské stroje a vybavení;Nálevky, odměrné nádoby, kanystry;;
Dílna;Dílenské stroje a vybavení;Nabíječky a pomocné startovací zdroje;;
Dílna;Dílenské stroje a vybavení;Nože OLFA a jiné;;
Dílna;Dílenské stroje a vybavení;Opalovací a letovací lampy Meva;;
Dílna;Dílenské stroje a vybavení;Podpěry a opěrné stojany, lehátka;;
Dílna;Dílenské stroje a vybavení;Pracovní dílenské vozíky, stoly, brašny;;
Dílna;Dílenské stroje a vybavení;Stahováky, svěráky;;
Dílna;Dílenské stroje a vybavení;Svářecí technika;;
Dílna;Dílenské stroje a vybavení;Vysokotlaká čisticí zařízení;;
Dílna;Dílenské stroje a vybavení;Zvedáky hydraulické, řetězové, hřebenové;;
Dílna;Dílenské stroje a vybavení;Prodlužovací kabely;;
Dílna;Dílenské stroje a vybavení;Svítidla, přenosky, baterie;;
Dílna;Dílenské stroje a vybavení;Elektro zásuvky, zástrčky, rozdvojky;;
Dílna;Nádrže;;;
Dílna;Příslušenství;;;
Zemědělská mechanizace;Zahradní technika;Sekačky na trávu;;
Zemědělská mechanizace;Zahradní technika;Křovinořezy a vyžínače;;
Zemědělská mechanizace;Zahradní technika;Zahradní traktory;;
Zemědělská mechanizace;Zahradní technika;Příslušenství k zahradním traktorům;;
Zemědělská mechanizace;Zahradní technika;Vertikutátory;;
Zemědělská mechanizace;Zahradní technika;Ručně nesené stroje;;
Zemědělská mechanizace;Zahradní technika;Rotavátory;;
Zemědělská mechanizace;Zahradní technika;Elektrocentrály;;
Zemědělská mechanizace;Zahradní technika;Motorová čerpadla;;
Zemědělská mechanizace;Zahradní technika;Sněhové frézy;;
Zemědělská mechanizace;Zahradní technika;Nafukovací čluny;;
Zemědělská mechanizace;Zahradní technika;Motory;;
Zemědělská mechanizace;Zahradní technika;Drtiče větví;;
Zemědělská mechanizace;Zahradní technika;VARI systém;;
Zemědělská mechanizace;Aplikace hnojiv, hnojení;Průmyslová hnojiva;;
Zemědělská mechanizace;Aplikace hnojiv, hnojení;Statková hnojiva;;
Zemědělská mechanizace;Dopravní technika;Přívěsy;;
Zemědělská mechanizace;Dopravní technika;Návěsy;;
Zemědělská mechanizace;Dopravní technika;Samosběrací vozy;;
Zemědělská mechanizace;Dopravní technika;Vozy s vyhrnovacím čelem;;
Zemědělská mechanizace;Dopravní technika;Přepravníky balíků;;
Zemědělská mechanizace;Dopravní technika;Přepravníky zvířat;;
Zemědělská mechanizace;Krmné vozy, rozdružovače;Tažené horizontální krmné vozy;;
Zemědělská mechanizace;Krmné vozy, rozdružovače;Tažené vertikální krmné vozy;;
Zemědělská mechanizace;Krmné vozy, rozdružovače;Samochodné horizontální krmné vozy;;
Zemědělská mechanizace;Krmné vozy, rozdružovače;Samochodné vertikální krmné vozy;;
Zemědělská mechanizace;Krmné vozy, rozdružovače;Rozdružovače;;
Zemědělská mechanizace;Manipulátory, nakladače;;;
Zemědělská mechanizace;Mulčovače, příkopová ramena;;;
Zemědělská mechanizace;Navigační systémy, GPS;;;
Zemědělská mechanizace;Postřikovače, rosiče;;;
Zemědělská mechanizace;Půdozpracující a secí stroje;;;
Zemědělská mechanizace;Traktory;;;
Zemědělská mechanizace;Sklizňová technika;Samosběrací vozy;;
Zemědělská mechanizace;Sklizňová technika;Ovíječky balíků;;
Zemědělská mechanizace;Sklizňová technika;Sklízecí mlátičky;;
Zemědělská mechanizace;Sklizňová technika;Sklízecí řezačky;;
Zemědělská mechanizace;Sklizňová technika;Lisy;;
Zemědělská mechanizace;Čelní traktorové nakladače;;;
Zemědělská mechanizace;Pícninářské stroje;Agrostroj;;
Zemědělská mechanizace;Pícninářské stroje;Luční brány;;
Zemědělská mechanizace;Pícninářské stroje;Ravak;;
Zemědělská mechanizace;Pícninářské stroje;Žací stroje;;
Zemědělská mechanizace;Pícninářské stroje;Obraceče;;
Zemědělská mechanizace;Pícninářské stroje;Shrnovače;;
Zemědělská mechanizace;Pícninářské stroje;Senážní vozy;;
Zemědělská mechanizace;Pícninářské stroje;Samosběrací vozy;;
Zemědělská mechanizace;Pícninářské stroje;Lisy;;
Zemědělská mechanizace;Pícninářské stroje;Baličky;;
Zemědělská mechanizace;Úklízecí stroje;Vysavače;;
Zemědělská mechanizace;Úklízecí stroje;Zametací kartáče;;
Zemědělská mechanizace;Úklízecí stroje;Samosběrací zametací a mycí vozy;;
Zemědělská mechanizace;Úklízecí stroje;Shrnovací radlice;;
Zemědělská mechanizace;Úklízecí stroje;Sypače;;
Zemědělská mechanizace;Úklízecí stroje;Shrnovací radlice čelní;;
Zemědělská mechanizace;Úklízecí stroje;Sněhové frézy;;
Zemědělská mechanizace;Úklízecí stroje;Sypače samonakládací;;
Zemědělská mechanizace;Úklízecí stroje;Sypače nesené;;
Zemědělská mechanizace;Úklízecí stroje;Sypače tažené;;
Dřevo výroba;Lesní technika;Údržba zeleně;Samochodné sekačky;
Dřevo výroba;Lesní technika;Údržba zeleně;Sekačky;
Dřevo výroba;Lesní technika;Údržba zeleně;Mulčovače;
Dřevo výroba;Lesní technika;Údržba zeleně;Mulčovače se sběrným košem;
Dřevo výroba;Lesní technika;Údržba zeleně;Mulčovače svahové;
Dřevo výroba;Lesní technika;Údržba zeleně;Příkopová ramena;
Dřevo výroba;Lesní technika;Údržba zeleně;Provzdušňovače;
Dřevo výroba;Lesní technika;Údržba zeleně;Drážkovače;
Dřevo výroba;Lesní technika;Lesní speciály John Deere;;
Dřevo výroba;Lesní technika;Navijáky tříbodové;;
Dřevo výroba;Lesní technika;Navijáky pevné;;
Dřevo výroba;Lesní technika;Vyvážecí vozy přípojné;;
Dřevo výroba;Lesní technika;Štípače;;
Dřevo výroba;Lesní technika;Štěpkovače;;
Dřevo výroba;Lesní technika;Rotátory;;
Dřevo výroba;Lesní technika;Drapáky;;
Dotace;Stavba a rekonstrukce;stáje na hospodářská zvířata;;
Dotace;Stavba a rekonstrukce;seníky;;
Dotace;Stavba a rekonstrukce;kravíny;;
Dotace;Stavba a rekonstrukce;sklady krmiva;;
Dotace;Stavba a rekonstrukce;zimoviště skotu;;
Dotace;Stavba a rekonstrukce;silážní žlaby;;
Dotace;Stavba a rekonstrukce;hnojiště;;
Dotace;Zemědělské stroje a technika;zemědělské traktory;;
Dotace;Zemědělské stroje a technika;manipulační technika;;
Dotace;Zemědělské stroje a technika;návěsy;;
Dotace;Zemědělské stroje a technika;přívěsy a káry;;
Dotace;Zemědělské stroje a technika;postřikovače;;
Dotace;Zemědělské stroje a technika;mulčovače;;
Dotace;Zemědělské stroje a technika;rozmetadla;;
Dotace;Zemědělské stroje a technika;krmné a míchací stroje;;
Dotace;Zemědělské stroje a technika;kejdovače;;
Dotace;Zemědělské stroje a technika;sklízeče a kombajny;;
Dotace;Zemědělské stroje a technika;travní sekačky;;
Dotace;Louky a pastviny;sekačku k výrobě sena;;
Dotace;Louky a pastviny;oplocení a pastviny;;
Dotace;Louky a pastviny;rekonstrukci stáje;;
Dotace;Louky a pastviny;pořízení automatické dojičky;;
Dotace;Chov zvířat;stáje na hospodářská zvířata;;
Dotace;Chov zvířat;seníky;;
Dotace;Chov zvířat;kravíny;;
Dotace;Chov zvířat;automatické dojičky;;
Dotace;Chov zvířat;technologie k množení a odchovu hospodářských zvířat;;
Dotace;Chov zvířat;oplocení pastvin a výběhů;;
Dotace;Chov zvířat;sklady krmiva;;
Dotace;Chov zvířat;zimoviště skotu;;
Dotace;Chov zvířat;silážní žlaby;;
Dotace;Chov zvířat;hnojiště;;
Dotace;Chov zvířat;jímky a spoustu dalších.;;
Dotace;Chov zvířat;ryby;;
Dotace;Zpracování produkce;rekonstrukce budovy na provozovnu sloužící k výrobě či zpracování vlastní produkce zemědělské prvovýroby;;
Dotace;Zpracování produkce;technologické linky;;
Dotace;Zpracování produkce;balicí stroje;;
Dotace;Zpracování produkce;jatka a porážky;;
Dotace;Zpracování produkce;ICT sloužící k dohledatelnosti všech výrobků;;
Dotace;Zpracování produkce;technologie ke zpracování zeleniny;;
Dotace;Zpracování produkce;sýrárna;;
Dotace;Zpracování produkce;technologie ke zpracování vína;;
Dotace;Zpracování produkce;plnící linky;;
Dotace;Zpracování produkce;šrotovací linky;;
Dotace;Zpracování produkce;technologie k čištění zrnin;;
Dotace;Jímky a hnojiště;stavba jímky;;
Dotace;Jímky a hnojiště;stavba hnojiště;;
Dotace;Jímky a hnojiště;rekonstrukce jímky;;
Dotace;Jímky a hnojiště;rekonstrukce hnojiště;;
Dotace;Jímky a hnojiště;rozšíření stávající jímky;;
Dotace;Jímky a hnojiště;rozšíření stávajícího hnojiště;;
Dotace;Jímky a hnojiště;doprovodné technologie k jímkám a hnojištím.;;
Dotace;Založení lesa;obnova lesa po kalamitě;;
Dotace;Založení lesa;obnova lesa po povodni;;
Dotace;Založení lesa;opravy a stavby cest do šířky 2m;;
Dotace;Lesní techniky;speciální lesní traktory  vyvážecí traktory (forwardery);;
Dotace;Lesní techniky;vyvážecí soupravy  případně univerzální kolové traktory;;
Dotace;Lesní techniky;malotraktory kategorie T2 a T3;;
Dotace;Lesní techniky;odvorní soupravy;;
Dotace;Lesní techniky;štěpkovače;;
Dotace;Lesní techniky;štípací stroje  krátící stroje;;
Dotace;Lesní techniky;mulčovací frézy  drtiče  shrnovače klestu;;
Dotace;Lesní techniky;pluhy a radlice na údržbu cest;;
Dotace;Lesní techniky;navijáky a lanovky ke soustřeďování dříví;;
Dotace;Lesní techniky;rýhovací zalesňovací a kultivační stroje;;
Dotace;Lesní techniky;předřezávače kořenů sazenic; vyorávače sazenic a další školkovací stroje;
Dotace;Lesní techniky;samojízdné nakladače (rampovače);;
Dotace;Lesní techniky;návěsy  valníky  přívěsy  vleky;;
Dotace;Lesní techniky;motorové pily a křovinořezy;;
Dotace;Lesní techniky;výstavba případně rekonstrukce/modernizace provozu pro zpracování lesnických produktů;;
Dotace;Lesní techniky;technologie pro zpracování lesnických produktů;;
Dotace;Lesní techniky;technologie na zpracování a využití zůstatkové biomasy z lesní nebo dřevařské výroby;;
Dotace;Lesní techniky;stroje a zařízení pro dopravu materiálu po areálu provozovny;;
Dotace;Lesní techniky;projektová a technická dokumentace;;
Dotace;Lesní techniky;obnovu lesů poškozených imisemi v pásmu ohrožení A nebo B ;;
Dotace;Lesní techniky;zajištění a výchovu porostů;;
Dotace;Lesní techniky;sdružování vlastníků lesů malých výměr;;
Dotace;Lesní techniky;ekologické a k přírodě šetrné technologie (vyklízení lanovkou  koněm  štěpkování a rozptýlení hmoty atd.);;
Dotace;Lesní techniky;zpracování lesního hospodářského plánu.;;
Dotace;Ovocné sady;stavba konstrukcí pro vyvazování;;
Dotace;Ovocné sady;nákup víceletých rostlin;;
Dotace;Ovocné sady;stavba kapkového zavlažování;;
Dotace;Ovocné sady;pořízení zemědělských strojů;;
Dotace;Ovocné sady;pořízení technologií na zpracování plodin;;
Dotace;Zahájení činnosti mladých zemědělců;;;
Dotace;Investice do nezemědělských činností;;;
Služby;Přeprava;traktorem;;
Služby;Přeprava;kamionem vnitrostátní;;
Služby;Přeprava;kamionem mezinárodní;;
Služby;Přeprava;;;
Služby;Sklízen plodiny;okopaniny;;
Služby;Sklízen plodiny;obiloviny;;
Služby;Sklízen plodiny;olejniny;;
Služby;Sklízen plodiny;píce;;
Služby;Sklízen plodiny;kukuřice;;
Služby;Sklízen plodiny;pradné rostliny;;
Služby;Sklízen plodiny;ovoce;;
Služby;Sklízen plodiny;zelenina;;
Služby;Sklizně podle technologie;řezačka;;
Služby;Sklizně podle technologie;kombajn;;
Služby;Sklizně podle technologie;sběrací vůz;;
Služby;Sklizně podle technologie;Lisování hranatých balíku ;;
Služby;Sklizně podle technologie;Lisovná kulatých balíku;;
Služby;Servis mechanizace;podle brandy technologie;;
Služby;Poradenství;sestava krmení;;
Služby;Poradenství;rostlinne výrobe;;
Služby;Poradenství;skolení zamestnancu;;
Služby;Poradenství;marketing;;
Služby;Poradenství;danové poradenství;;
Služby;Poradenství;právní poradenství;;
Služby;Poradenství;dotace;;
Služby;Zpracování půdy;podmítka;;
Služby;Zpracování půdy;orba;;
Služby;Zpracování půdy;postrik;;
Služby;Zpracování půdy;seti;;
Služby;Zpracování půdy;sázení;;
Služby;Zpracování půdy;provzdušnovaní;;
Služby;Zpracování půdy;hnojeni (prumyslové a statkové);;
Služby;Zpracování půdy;sklizení;;
Služby;Zpracování půdy;přeprava;;
Služby;Zpracování půdy;cambridge valce;;
Služby;Zpracování půdy;kompaktorování;;
Služby;Správa nemovitosti;elektrikáře;;
Služby;Správa nemovitosti;vodaře;;
Služby;Správa nemovitosti;plynaře;;
Služby;Správa nemovitosti;telefon / mobil;;
Služby;Správa nemovitosti;odpady;;
Služby;Správa nemovitosti;malování;;
Služby;Správa nemovitosti;deratizace (hubeni hmyzu;;
Služby;Správa nemovitosti;správa nemovitosti;;
Služby;Správa nemovitosti;bagr (zemní práce);;
Služby;Správa nemovitosti;nakladače;;
Služby;Zpracování sklizně;susičky;;
Služby;Zpracování sklizně;čističky;;
Služby;Zpracování sklizně;;;
Služby;Zpracování sklizně;;;
Služby;Zpracování sklizně;;;
Služby;Zpracování sklizně;;;
Služby;Zpracování sklizně;;;
Služby;Zpracování sklizně;;;
Energie;Teplo;;;
Energie;Elektřina;;;
Energie;Plyn;;;
Energie;Voda;;;
Energie;Uhlí;;;
Energie;Nafta;;;
Energie;Benzin;;;
Energie;dřevo;;;
Energie;brikety a pelety;;;
Finance a pojíštění;Úvěry;Hypotéka;;
Finance a pojíštění;Úvěry;Kontokorent;;
Finance a pojíštění;Úvěry;Podnikatelské úvěry;;
Finance a pojíštění;Úvěry;Úvěr na obchodování;;
Finance a pojíštění;Úvěry;;;
Finance a pojíštění;Úvěry;;;
Finance a pojíštění;Úvěry;;;
Finance a pojíštění;Úvěry;;;
Finance a pojíštění;Cizíměnový styk;;;
Finance a pojíštění;Akcie a investice;Akcie;;
Finance a pojíštění;Akcie a investice;Deriváty;;
Finance a pojíštění;Pojištění;pojištení stroje;;
Finance a pojíštění;Pojištění;pojištění staveb;;
Finance a pojíštění;Pojištění;pojištení zaměstance;;
Finance a pojíštění;Pojištění;pojistení půdy;;
Finance a pojíštění;Pojištění;pojištení zvířat;;
Finance a pojíštění;Pojištění;pojistení urody (skladování);;
Nákup chovu;Skot;masný;;
Nákup chovu;Skot;mléčný;;
Nákup chovu;Skot;kombinovaný;;
Nákup chovu;Prasata;;;
Nákup chovu;Kozy;;;
Nákup chovu;Ovce;;;
Nákup chovu;Koně;;;
Nákup chovu;Drůbeže;Slepice;;
Nákup chovu;Drůbeže;Kruty;;
Nákup chovu;Králíci;;;
Nákup chovu;Ostatní;;;
Nákup chovu;;;;
Nákup chovu;;;;
Nemovitosti;louky;;;
Nemovitosti;orné půdy;;;
Nemovitosti;stavební pozemky;;;
Nemovitosti;lesy;;;
Nemovitosti;rybníky;;;
Nemovitosti;mléčný skot;;;
Nemovitosti;masný skot;;;
Nemovitosti;rostlinnou výrobu;;;
Nemovitosti;výroba vajec;;;
Nemovitosti;výroba slepičí masa;;;
Nemovitosti;prasata;;;
Nemovitosti;Kanceláře;;;
Nemovitosti;Domy;;;
Nemovitosti;seniky;;;
Nemovitosti;haly;;;
Nemovitosti;sklady;;;
Nemovitosti;sila;;;
Nemovitosti;jimky;;;
Nemovitosti;hnojiště;;;
Koncentrované krmení;minerále a vitamíny;minerále;;
Koncentrované krmení;minerále a vitamíny;vitamíny;;
Koncentrované krmení;směsy;sypké;;
Koncentrované krmení;směsy;granulované;;
Koncentrované krmení;směsy;pytlové;;
Koncentrované krmení;směsy;Big-bag;;
Koncentrované krmení;šroty;Pícniny;;
Koncentrované krmení;šroty;Olejniny;;
